37,7,SP_037,Áo sơ mi nam trắng trơn,ao-so-mi-nam-trang-tron,"Áo sơ mi nam trắng trơn dành cho nam giới, chất liệu cao cấp, thiết kế thời trang và thoải mái.",521000,191000,48,Nâu,Kate,basic,1
38,7,SP_038,Áo sơ mi nam caro Hàn Quốc,ao-so-mi-nam-caro-han-quoc,"Áo sơ mi nam caro Hàn Quốc dành cho nam giới, chất liệu cao cấp, thiết kế thời trang và thoải mái.",249000,216000,30,Xanh navy,Kate,basic,1
39,7,SP_039,Áo sơ mi nam công sở xanh navy,ao-so-mi-nam-cong-so-xanh-navy,"Áo sơ mi nam công sở xanh navy dành cho nam giới, chất liệu cao cấp, thiết kế thời trang và thoải mái.",635000,289000,49,Trắng,Kate,formal,1
40,7,SP_040,Áo sơ mi nam form slimfit,ao-so-mi-nam-form-slimfit,"Áo sơ mi nam form slimfit dành cho nam giới, chất liệu cao cấp, thiết kế thời trang và thoải mái.",295000,260000,47,Xanh rêu,Kate,basic,1
41,7,SP_041,Áo sơ mi nam cổ tàu,ao-so-mi-nam-co-tau,"Áo sơ mi nam cổ tàu dành cho nam giới, chất liệu cao cấp, thiết kế thời trang và thoải mái.",372000,180000,47,Xanh navy,Kate,basic,1
42,7,SP_042,Áo sơ mi nam linen ngắn tay,ao-so-mi-nam-linen-ngan-tay,"Áo sơ mi nam linen ngắn tay dành cho nam giới, chất liệu cao cấp, thiết kế thời trang và thoải mái.",633000,510000,24,Đen,Kate,basic,1
43,8,SP_043,Quần jeans nam ống đứng,quan-jeans-nam-ong-ung,"Quần jeans nam ống đứng dành cho nam giới, chất liệu cao cấp, thiết kế thời trang và thoải mái.",578000,481000,46,Nâu,Jean,basic,1
44,8,SP_044,Quần kaki nam co giãn,quan-kaki-nam-co-gian,"Quần kaki nam co giãn dành cho nam giới, chất liệu cao cấp, thiết kế thời trang và thoải mái.",415000,376000,41,Nâu,Jean,basic,1
45,8,SP_045,Quần short nam thể thao,quan-short-nam-the-thao,"Quần short nam thể thao dành cho nam giới, chất liệu cao cấp, thiết kế thời trang và thoải mái.",579000,421000,38,Nâu,Jean,casual,1
46,8,SP_046,Quần jeans nam rách gối,quan-jeans-nam-rach-goi,"Quần jeans nam rách gối dành cho nam giới, chất liệu cao cấp, thiết kế thời trang và thoải mái.",321000,265000,27,Đen,Jean,casual,1
47,8,SP_047,Quần kaki nam công sở,quan-kaki-nam-cong-so,"Quần kaki nam công sở dành cho nam giới, chất liệu cao cấp, thiết kế thời trang và thoải mái.",206000,195000,37,Nâu,Jean,formal,1
48,8,SP_048,Quần short nam vải dù,quan-short-nam-vai-du,"Quần short nam vải dù dành cho nam giới, chất liệu cao cấp, thiết kế thời trang và thoải mái.",226000,217000,42,Xám,Jean,casual,1
